longitude,latitude
33.617577,30.608472
33.617577,30.608472
34.117064,31.212225
31.563298,30.416963
31.347135,30.51284
33.800864,31.126646
31.334314,30.084628
33.800864,31.126646
30.999529,30.787678
33.800864,31.126646
31.185193,30.022924
30.823359,30.819121
30.472794,31.042644
34.076081,30.886219
31.185193,30.022924
33.800864,31.126646
31.669912,30.725535
32.55602,29.969238
34.241281,31.250196
31.185193,30.022924
31.719546,30.732662
33.800864,31.126646
31.334314,30.084628
34.241281,31.250196
33.800864,31.126646
33.800864,31.126646
30.930646,30.465985
31.334314,30.084628
31.334314,30.084628
31.73076,30.306699
32.271459,30.596492
31.185193,30.022924
30.838811,29.311707
33.800864,31.126646
31.09818,29.080087
31.814312,31.417651
31.185193,30.022924
,
,
33.617577,30.608472
34.110425,31.211645
34.240191,31.280267
31.334314,30.084628
33.800864,31.126646
31.317676,29.854085
31.334314,30.084628
31.719546,30.732662
31.719546,30.732662
31.719546,30.732662
34.219944,31.173071
33.800864,31.126646
31.204954,29.334104
34.117064,31.212225
33.800864,31.126646
33.800864,31.126646
33.800864,31.126646
31.334314,30.084628
31.354515,30.248908
31.235733,30.044552
29.696268,30.762296
30.842839,29.308393
31.094774,29.07605
31.668627,30.727154
31.334314,30.084628
33.800864,31.126646
33.800864,31.126646
34.117064,31.212225
34.117064,31.212225
31.742241,30.730803
31.334314,30.084628
32.302438,30.594712
33.800864,31.126646
34.241281,31.250196
33.800864,31.126646
31.334314,30.084628
33.800864,31.126646
33.800864,31.126646
29.894987,31.18051
31.334314,30.084628
30.59391,30.765961
34.117064,31.212225
34.117064,31.212225
34.117064,31.212225
31.334314,30.084628
33.800864,31.126646
29.894987,31.18051
33.907003,31.114107
34.1643,31.1566
34.241281,31.250196
34.117064,31.212225
33.800864,31.126646
33.800864,31.126646
33.800864,31.126646
31.185193,30.022924
30.0603,31.303535
34.117064,31.212225
31.317676,29.854085
34.008556,31.186065
31.334314,30.084628
33.617577,30.608472
33.901494,31.103965
33.800864,31.126646
34.172752,30.81214
34.117064,31.212225
31.334314,30.084628
30.762019,28.086801
33.617577,30.608472
30.838811,29.311707
33.800864,31.126646
31.269641,30.135777
31.185193,30.022924
33.800864,31.126646
34.241281,31.250196
34.241281,31.250196
34.117064,31.212225
34.117064,31.212225
34.008556,31.186065
29.894987,31.18051
29.894987,31.18051
33.880152,31.145676
29.894987,31.18051
34.241281,31.250196
31.185193,30.022924
32.549628,29.966757
33.811607,27.257896
33.932246,31.110285
34.117064,31.212225
34.087422,31.16983
34.110425,31.211645
34.117064,31.212225
31.334314,30.084628
31.317676,29.854085
30.84229,29.31053
31.334314,30.084628
33.800864,31.126646
30.842973,29.311899
31.503931,30.576442
34.241281,31.250196
30.343551,30.848099
31.334314,30.084628
31.334314,30.084628
31.488465,31.091713
30.838811,29.311707
31.334314,30.084628
34.117064,31.212225
30.987632,30.597245
30.987632,30.597245
33.800864,31.126646
34.117064,31.212225
33.800864,31.126646
31.216847,30.329237
31.334314,30.084628
29.918739,31.200092
30.844256,29.308327
29.894987,31.18051
29.894987,31.18051
30.838811,29.311707
30.838811,29.311707
30.838811,29.311707
30.838811,29.311707
30.838811,29.311707
30.838811,29.311707
32.899829,24.088938
30.942002,31.106367
30.987632,30.597245
31.235845,30.044245
29.232078,28.766622
31.099384,29.066127
30.762019,28.086801
31.334314,30.084628
32.716012,26.154981
31.334314,30.084628
31.669928,30.725416
33.800864,31.126646
34.241281,31.250196
32.549628,29.966757
33.803276,31.13169
32.301866,31.265289
33.800864,31.126646
30.762019,28.086801
32.301866,31.265289
32.264418,31.263388
31.216847,30.329237
30.83781,29.311745
31.216847,30.329237
34.368583,30.666689
29.894987,31.18051
29.894987,31.18051
33.800864,31.126646
34.241281,31.250196
34.117064,31.212225
33.617577,30.608472
31.334314,30.084628
33.800864,31.126646
34.241281,31.250196
34.241281,31.250196
29.894987,31.18051
33.800864,31.126646
33.800864,31.126646
31.216847,30.329237
29.894987,31.18051
31.334314,30.084628
31.334314,30.084628
34.241281,31.250196
31.334314,30.084628
34.241281,31.250196
33.803232,31.13194
29.894987,31.18051
29.232079,28.766622
33.800864,31.126646
31.334314,30.084628
33.800864,31.126646
34.117064,31.212225
34.241281,31.250196
31.135254,30.544004
33.800864,31.126646
29.894987,31.18051
29.894987,31.18051
31.317676,29.854085
31.317676,29.854085
30.963032,29.997914
32.253088,30.647354
32.253088,30.647354
32.253088,30.647354
31.317676,29.854085
33.800864,31.126646
31.334314,30.084628
34.117064,31.212225
30.941975,31.10632
29.894987,31.18051
29.894987,31.18051
29.894987,31.18051
29.894987,31.18051
29.894987,31.18051
30.057511,31.303614
34.117064,31.212225
34.117064,31.212225
34.241281,31.250196
31.317676,29.854085
33.148611,30.426389
31.334314,30.084628
34.117064,31.212225
33.717454,30.65881
31.184652,30.465685
33.800864,31.126646
31.03351,30.875356
30.343551,30.848099
29.232079,28.766622
31.695478,26.558523
34.241281,31.250196
34.241281,31.250196
30.963032,29.997914
32.549628,29.966834
30.708694,28.309791
31.09818,29.080087
31.09818,29.080087
30.823359,30.819121
31.371168,29.827227
34.119579,31.208759
33.800864,31.126646
34.241281,31.250196
33.800864,31.126646
31.185193,30.022924
31.185193,30.022924
31.185193,30.022924
31.185193,30.022924
31.185193,30.022924
31.293508,30.941732
34.117064,31.212225
31.814443,31.417539
31.814443,31.417539
34.241281,31.250196
34.117064,31.212225
30.838811,29.311707
30.682439,29.360999
30.846014,29.307319
30.842872,29.308363
30.842872,29.308363
